,survey,random_order,reason,translation,roy_categorized
271,ecv2020,271,OCCUP�  AUX TRAVAUX CHAMP�TRES,Busy with fieldwork,34
272,ecv2020,272,Enfant en cours de vaccination.,Child in the process of vaccination,32
273,ecv2020,273,OCCUPATION CHAMP�TRES,Agricultural occupation,34
274,ecv2020,274,"L'enfant a �t� mis au monde dans la for�t ou je fais mes champs ,de fois on nous am�ne de vaccins qui ne sont pas frais mais chaud ainsi j'avais pris la d�cision de ne pas le faire vaccin� au risque de payer des lourdes tribus.","The child was born in the forest where I farm, sometimes we are brought vaccines that are not fresh but hot so I decided not to have him vaccinated at the risk of paying heavy tributes",42
275,ecv2021,275,MERE EN DÉPLACEMENT VERS LE CHAMP,Mother moving to the field,34
276,ecv2020,276,EN VOYAGE LORS DU RENDEZ VOUS,Traveling during the appointment,25
277,ecv2020,277,Deplacement pour le cas de voyage,Movement for travel reasons,25
278,ecv2020,278,L ENFANT N A PAS ENCORE TOTALIS� 9MOIS POUR RECEVOIR LE VAR ET VAA,The child has not yet completed 9 months to receive VAR and VAA,32
279,ecv2020,279,Nous sommes partie un tr�s long moment au mine pour la recherche de diamant.,We left for a very long time to the mines in search of diamonds,25
280,ecv2020,280,Diminue l intelligence de l enfant,Decreases the child's intelligence,8
281,ecv2020,281,OUBLIE PAR LES VACCINATEURS,Forgotten by vaccinators,42
282,ecv2021,282,MANQUE D'ARGENT POUR L'ACHAT DE LA FICHI,Lack of money for purchasing the card,19
283,ecv2021,283,PLEURE DE L’ENFANT,Child crying,33
284,ecv2020,284,"RUPTURE et RESTE VAA ,VAR","Stockout and remaining VAA, VAR",17
285,ecv2022,285,LA MAMAN ETAIT AU CHAMP,The mother was in the field,34
286,ecv2021,286,VPO NON DONNE A LA NAISANCE,OPV not given at birth,41
287,ecv2020,287,INTRODUCTION DU ROTAVIRUS EN 2020,Introduction of rotavirus in 2020,29
288,ecv2020,288,LE DECES DE LA MERE,The mother's death,4
289,ecv2020,289,L'INFIRME TITULAIRE ( IT ) D'AIRE DE SANT� DE SWAMASANGU A REFUSE DE DONNE DES ENFANTS DE LA VILLAGE MAMBAMBA LES VACCIN POUR UNE CONFLIT D'UNE BICYCLETTE,The head nurse of Swamasangu health area refused to give vaccines to children from Mambamba village due to a conflict over a RE.CO bicycle,42
290,ecv2020,290,N'A PAS ENCORE ATTEINT L AGE PR�VU,Has not yet reached the planned age,32
291,ecv2020,291,ILS HABITENTS AUX CAMPEMENT,They live in camps,34
292,ecv2022,292,CENTRE PLUSIEURS FOIS FERMÉ,Center closed several times,18
293,ecv2020,293,AUSSI DES NOMBREUX D�PLACEMENT,Also numerous movements,25
294,ecv2020,294,OUBLIE/D�PLACEMENT,Forgetfulness/movement,37
295,ecv2021,295,DÉPLACEMENT,Movement,25
296,ecv2020,296,Deces de la mere,Mother's death,4
297,ecv2020,297,"Enfant a 8mois,il attend le VAR et VAA","Child is 8 months, waiting for VAR and VAA",32
298,ecv2020,298,Il attend le rendez vous de 9 mois,Waiting for the 9-month appointment,32
299,ecv2020,299,LA MERE ET L'ENFANT ETAIENT EN DEPLACEMENT,The mother and child were traveling,25
300,ecv2020,300,ATTEND SON VACCIN DE 9 MOIS,Waiting for his 9-month vaccine,32
301,ecv2022,301,ENFANT COMPLETEMENT VACCINE SELON LA MAMAN,Child completely vaccinated according to the mother,35
302,ecv2020,302,Les parents se d�placent avec l'enfant dans les campements et les s�ances de vaccination s'organisent apr�s leur sortie,"Parents move with the child to campsites, and vaccination sessions are organized after their departure",34
303,ecv2020,303,Refus de faire vacciner mon enfant parce que apr�s la vaccination il souffre beaucoup.,Refusal to vaccinate my child because he suffers a lot after vaccination,10
304,ecv2020,304,J'�tais �prouv�,I was distressed,4
305,ecv2020,305,"PAS DE TEMPS, PEUR DE TOMBER MALADE","No time, fear of getting sick",10
306,ecv2021,306,DEPLACEMENT DELA FAMILLE,Family's move,25
307,ecv2020,307,L'ENFANT N'A PAS ENCORE ATTEINT 9MOIS POUR RECEVOIR LE VAR ET VAA JUSTE POUR COMPL�TER  SON CALENDRIER VACCINALE.,The child has not yet reached 9 months to receive VAR and VAA to complete his vaccination schedule,32
308,ecv2021,308,MANQUE D'INFORMATIONS,Lack of information,12
309,ecv2020,309,NON RESPECT DES RENDEZ-VOUS,Non-compliance with appointments,33
310,ecv2021,310,INTERDIT FAMILIAL,Family prohibition,22
311,ecv2021,311,VOYAGE A VUNDA MPIASA,Travel to Vunda Mpiasa,25
312,ecv2021,312,INDISPONIBILITE DES PRESTATAIRES CHARGE DE VACCINATION,Unavailability of vaccination providers,16
313,ecv2022,313,RUPTURE EN ANTIGÈNES BCG ET IGNORANCE DE REVENIR POUR LA DOSE SUIVANTE,Stockout in BCG antigens and ignorance of coming back for the next dose,13
314,ecv2020,314,Pas encore eu le vaccin de 9mois,Has not yet received the 9-month vaccine,32
315,ecv2020,315,RUPTURE DES STOKCS,Stockout,17
316,ecv2020,316,L'enfant en cours de vaccination et la crainte sur la COVID 19,Child in the process of vaccination and fear of COVID-19,32
317,ecv2020,317,A l'attente du date de VAA et VAR,Waiting for the VAA and VAR date,32
318,ecv2020,318,Peur COVID-19,Fear of COVID-19,31
319,ecv2020,319,L'ENFANT N'A PAS ENCORE L'AGE DE 9MOIS,The child is not yet 9 months old,32
320,ecv2022,320,PARESSE,Laziness,39
321,ecv2020,321,� cause du conflit en angola,Due to the conflict in Angola,26
322,ecv2020,322,MANQUE D'ARGENT POUR ACH�TE LA FICHE,Lack of money to buy the card,19
323,ecv2020,323,D�placement kamina,Movement to Kamina,25
324,ecv2021,324,NOUS SOMMES DES PIGMES,We are Pygmies,33
325,ecv2021,325,PAS VPO 0 A LA NAISSANCE,No OPV at birth,41
326,ecv2020,326,Attend le 9em mois pour terminer,Waiting for the 9th month to complete,32
327,ecv2021,327,MERE AU CHAMP,Mother in the field,34
328,ecv2020,328,L'ENFANT ETAIT LAISSE ENTRE LES MAINS D'UNE GARDIENNE QUI NE L'A PAS AMENE A LA VACCINATION,The child was left in the hands of a caregiver who did not take him to vaccination,33
329,ecv2021,329,VACCINÉE MAIS PAS MENTIONNÉE,Vaccinated but not mentioned,35
330,ecv2021,330,DÉPLACEMENT MULTIPLE DE LA MÈRE AVEC L'ENFANT DANS UN AUTRE VILLAGE POUR LA PÈCHE ET LA MÈRE N'ÉTAIT PAS INFORMÉE SUR VACCINATION DE ROUTINE OU CPS,"Multiple movements of the mother with the child to another village for fishing, and the mother was not informed about routine vaccination or CPS",34
331,ecv2020,331,L'ENFANT N'A PAS ENCORE 7 MOIS,The child is not yet 7 months old,32
332,ecv2022,332,NOTRE POSTE DE SANTE N'EST PAS RÉAPPROVISIONNE EN VACCINS IL Y A LONGTEMPS,Our health post has not been restocked with vaccines for a long time,17
333,ecv2020,333,Ma femme �tais dans les campements agricoles,My wife was in the agricultural camps,34
334,ecv2021,334,DEPLACEMENT DE L'ENFANT AVEC SA MAMAN,Child's movement with his mom,25
335,ecv2020,335,N'a pas encore atteint l'�ge pour certains vaccins,Has not yet reached the age for certain vaccines,32
336,ecv2021,336,LE DECOURAGEMENT  APRES DEUX RENDEDEZ-VOUS,Discouragement after two appointments,42
337,ecv2020,337,Je ne sais pas expliquer,I cannot explain,28
338,ecv2021,338,ROTA  N'EST PAS  SUR LA CARTE DE VACCINATION,Rotavirus is not on the vaccination card,29
339,ecv2020,339,ELLE N'A PAS L'ARGENT POUR PAYER LA FICHE CPS EXIG� PAR LE VACCINATEUR,She does not have the money to pay for the CPS card required by the vaccinator,19
340,ecv2020,340,LA MAMAN ATTEND SON DERNIER RENDEZ VOUS LE 25 DE CE MOIS,The mother is waiting for her last appointment on the 25th of this month,32
341,ecv2020,341,OUBLIE DE LA M�R�,Forgetfulness of the mother,37
342,ecv2020,342,MANQUE D'INFORMATION SUR LES VACCINS INJECTABLES,Lack of information about injectable vaccines,12
343,ecv2021,343,DEPLACEMENT DE LA MERE AVEC SON ENFANT,Movement of the mother with her child,25
344,ecv2020,344,Oubli et d�placement,Forgetfulness and movement,37
345,ecv2020,345,Parfois n�gligence de la gardienne,Sometimes negligence of the caregiver,39
346,ecv2020,346,fatigue de la m�re,Mother's fatigue,4
347,ecv2020,347,Manque de vaccin VAR ET VAA,Lack of VAR and VAA vaccine,17
348,ecv2021,348,ERREUR DE TRANSCRIPTION,Transcription error,29
349,ecv2022,349,Enfant vaccinz mais pas mentionne,Child vaccinated but not mentioned,35
350,ecv2020,350,ELLE EST SOUVENT AUX CHAMPS,She is often in the fields,34
351,ecv2020,351,HABITE LE LONG DU FLEUVE IL YA PAS DE CENTRE DE SANTE,Lives along the river where there is no health center,1
352,ecv2020,352,Enfant n'a pas encore atteint 9 mois,Child has not yet reached 9 months,32
353,ecv2020,353,LES PARENTS ETAIENT ALLES BIEN AVANT EN FORET,Parents had gone to the forest well before,34
354,ecv2020,354,La maman �tait dans le campement agricoles,The mother was in the agricultural camp,34
355,ecv2020,355,J'�tais en d�placement pendant 4mois.,I was away for 4 months,25
356,ecv2021,356,INDISPONIBILITÉ DE LA FAMILLE,Family's unavailability,25
357,ecv2022,357,L'ENFANT ETAIT AVEC SA MAMAN À LA FORET POUR LES TRAVAUX CHAMPETRES PENDANT LA PERIODE DE VACCINATION,The child was with his mother in the forest for fieldwork during the vaccination period,34
358,ecv2020,358,Parfois le d�placement de la m�re,Sometimes the mother's movement,25
359,ecv2020,359,Je n'est pas la confiance aux soignants,I do not trust the healthcare workers,42
360,ecv2022,360,FAUTE DE TECHNICIEN,Due to a technician's fault,33
361,ecv2020,361,ENNUI,Boredom,39
362,ecv2020,362,ELLE N'EST PEUT PAS RECEVOIR LE VAA ET LE VAR VU SON AGE,She cannot receive VAA and VAR due to her age,32
363,ecv2022,363,REFUS DE SON PÈRE,Refusal by her father,22
364,ecv2020,364,Calendrier  de vaccination en cours,Vaccination schedule in progress,32
365,ecv2020,365,N'a pas atteint l'�ge pour prendre l'antig�ne,Has not reached the age to take the antigen,32
366,ecv2020,366,MANQUER DE TEMPS,Lack of time,3
367,ecv2020,367,LA M�RE TROP OCCUP�,The mother is too busy,3
368,ecv2020,368,PEUR DE COVID,Fear of COVID,31
369,ecv2020,369,Refus par son p�re,Refused by her father,22
370,ecv2020,370,Le vaccin rota est arrive apr�s le calendrier de l'enfant,The rotavirus vaccine arrived after the child's vaccination schedule,29
371,ecv2021,371,CENSURE ETHNIQUE,Ethnic censorship,26
372,ecv2020,372,L'ENFANT A 8MOIS,The child is 8 months old,32
373,ecv2020,373,LES HEURES DE VACCINATION EUX SONT AU CHAMP,Vaccination times coincide with being in the field,34
374,ecv2020,374,DEPLACEMENT DAN'S LET CAPEMENT,Movement in the camp,34
375,ecv2020,375,D�PLACEMENT DE LA M�RE LE JOYRS DE LA VACCINATION,The mother's movement on the day of vaccination,25
376,ecv2022,376,FUIR LE CONFLIT,Fleeing conflict,26
377,ecv2022,377,IL A TOUT REÇU MÊME DE 9MOIS,Has received everything including the 9-month vaccines,35
378,ecv2022,378,PAS INFIRMIEE,No nurse,16
379,ecv2020,379,EFFECTIF NON ATTEINT POUR OUVRIR LE FLACON,Insufficient number to open the vial,38
380,ecv2021,380,L ' OUBLIÉ,Forgotten,37
381,ecv2021,381,DEPLACEMENT POUR DEMBA,Movement to Demba,25
382,ecv2020,382,Elle n'a pas encore atteint l'�ge de prendre toutes les vaccins,She has not yet reached the age to take all vaccines,32
383,ecv2020,383,Suite au programme des infirmiers,Due to the nurses' schedule,23
384,ecv2020,384,BEAUCOUP TROP OCCUP�E,Too busy,3
385,ecv2020,385,Dans leur ils font pas vaccin� les enfants,"In their area, children are not vaccinated",1
386,ecv2020,386,L'ENFANT ENCOUR DE VACCINATION,Child in the process of vaccination,32
387,ecv2020,387,Raison des ethnique ils sont de d�plac�s,"Ethnic reasons, they are displaced",26
388,ecv2021,388,NÉGLIGENCE  DE LA MÈRE BIOLOGIQUE,Negligence of the biological mother,39
389,ecv2022,389,PROCHAINE RDV,Next appointment,32
390,ecv2021,390,PAS DE SENSIBILISATION,Lack of awareness,12
391,ecv2021,391,MÈRE FATIGUÉE PAR UNE GROSSESSE JUMELAIRE,Mother tired from a twin pregnancy,4
392,ecv2022,392,AUCUN DE SES ENFANTS N'EST VACCINE AU NON DE SA CROYANCE RELIGIEUSE.,None of her children are vaccinated due to her religious beliefs,21
393,ecv2020,393,Pour Var et VAA l'enfant n'a que 6mois,"For VAR and VAA, the child is only 6 months old",32
394,ecv2020,394,"On fils a tout re�u, j'ai eu m�me la moustiquaire","My son has received everything, I even got the mosquito net",35
395,ecv2021,395,COVID-19,COVID-19,31
396,ecv2020,396,Je n'est pas besoin de vaccin� mon enfants on risque de donn�es en mon enfants le vaccin de covid 19,I do not need to vaccinate my child; there is a risk of giving him the COVID-19 vaccine,27
397,ecv2021,397,NOUS RESTONS SOUVENT DANS LE CAMPEMENT AVEC L’ENFANT ET LA VACCINATION SE PASSE A NOTRE ABSENCE.,"We often stay in the camp with the child, and the vaccination happens in our absence.",34
398,ecv2020,398,NE CONNAIT PAS  IMPORANCE DE LA VACCINATION,Does not know the importance of vaccination.,12
399,ecv2021,399,LES INFIRMIERS NE VIENT PLUS SUITE À LA GREVE,The nurses no longer come due to the strike,23
400,ecv2020,400,PERTE DE LA FICHE,Loss of the card,43
401,ecv2020,401,ELIANE. A 6 MOIS ;;ELLE NE PEUX PS RECEVOIR LE V AA. ET LE VAR,Eliane is 6 months old; she cannot receive the VAA and VAR,32
402,ecv2020,402,PAS DE CARTE DE VACCINATION POUR RESPECTER LES RENDEZ VOUS,No vaccination card to keep appointments,43
403,ecv2020,403,LA MERE N'A PAS LA VOLONTE D'EMMENER SON ENFANT AU CS POUR LE VACCIN POUR CETTE FOIS ICI,The mother does not have the will to take her child to the health center for the vaccine this time,39
404,ecv2021,404,INJECTRITE,Injectitis,10
405,ecv2021,405,VOYAGES DANS LE CAMPEMENT,Travels to the campsite,34
406,ecv2022,406,DEPLACEMENT DE LA FAMILLE,Family's move,25
407,ecv2020,407,PEUR DES EFFETS SECONDAIRES,Fear of side effects,10
408,ecv2020,408,N'a pas fini le Calendrier Vaccinal,Has not completed the vaccination schedule,32
409,ecv2020,409,ABSENCES DES ACTRESS INTRATS,Absence of necessary actors,16
410,ecv2020,410,La n�gligences des parents,Parents' negligence,39
411,ecv2022,411,"LA GRAND-MERE TRES AGEE ASSURE SA GARDE, INCAPABLE DE L EMMENER AU CS","The very old grandmother is in charge, unable to take her to the health center",4
412,ecv2021,412,CHAMPS,Fields,34
413,ecv2020,413,DEPLACEMENT DE LA FAMILLE,Family's move,25
414,ecv2020,414,L ENFANT N A PAS ENCORE TOTALIS� 9,The child has not yet completed 9 months,32
415,ecv2020,415,ELLE  PASSE SON TEMPS AU CHANT,She spends her time at the singing,34
416,ecv2022,416,VICTIME DES EFFECTS  SECONDAIRE,Victim of side effects,10
417,ecv2021,417,IGNORANCE,Ignorance,12
418,ecv2020,418,PROVINCE DU LWALABA V/KOLWEZI Q/KATUBA MANQUE DE VACCIN,"Lack of vaccines in Lwalaba province, Kolwezi, Katuba",17
419,ecv2020,419,Les conflits et guerres interniques,Internal conflicts and wars,26
420,ecv2020,420,MANQUE DE VOLONTE,Lack of will,39
421,ecv2021,421,NON MENTION DE VAA ET VAR SUR LA FICHE PAR LES PERSONNEL DU CS KABEYA LUMBU,No mention of VAA and VAR on the card by the staff at CS Kabeya Lumbu,29
422,ecv2020,422,CORONAIRE VIRUS,Coronavirus,31
423,ecv2020,423,L'AGE DE L'ENFANT,The child's age,32
424,ecv2021,424,"POUR LA MERE,NEGLIGENCE DE SA PART","For the mother, negligence on her part",39
425,ecv2022,425,PAS DE RAISON,No reason,33
426,ecv2020,426,M�re souvient occup� pour des travaux menagers,Mother always busy with household chores,3
427,ecv2020,427,�ge non recquis,Age not met,32
428,ecv2020,428,Je n'ai pas beaucoup du temps.,I don't have much time,3
429,ecv2021,429,EFFETS SECONDAIRES DE VACCIN,Vaccine side effects,10
430,ecv2022,430,NEGLIGENCE  DES  PARENTS,Parents' negligence,39
431,ecv2021,431,MOINS DE 10 ENFANTS PAS MOYEN DE VACCINÉ VAA ET VAR,"Less than 10 children, not possible to vaccinate VAA and VAR",38
432,ecv2020,432,L'enfant na pas encore atteint 9 mois,The child has not yet reached 9 months,32
433,ecv2020,433,IGNORENCE DE LA MERE,Mother's ignorance,12
434,ecv2021,434,GUERRE ET TRAUMATISME,War and trauma,26
435,ecv2020,435,D�PLACEMENT �  LA FERME,Movement to the farm,34
436,ecv2020,436,JE NE PREFERE PAS LES VACCINS INJECTABLES,Prefers not to use injectable vaccines,33
437,ecv2021,437,FUITE DES HOSTILITES,Fleeing hostilities,26
438,ecv2020,438,Le mari refuse les vaccins,The husband refuses vaccines,22
439,ecv2021,439,L'enfant continue avec le vaccin,The child continues with the vaccine,32
440,ecv2020,440,IL N A PAS ENCORE ATTEINT 9 MOIS,Has not yet reached 9 months,32
441,ecv2021,441,RUPTURE  DE STOCK,Stockout,17
442,ecv2020,442,ENFANT MOIN DE 9MOIS POURSUIT SON CALENDRIER VACCINAL,Child under 9 months continues his vaccination schedule,32
443,ecv2020,443,PAS DE CARTE DE VACCINATION POUR RESPECTE LES RENDEZ-VOUS,No vaccination card to respect appointments,43
444,ecv2020,444,OUBLIE LA DATE DE RDV,Forgot the appointment date,11
445,ecv2020,445,PAR RAPPORT A SON AGE IL A SEULEMENT 8 MOIS,"According to his age, he is only 8 months old",32
446,ecv2022,446,ABSENT DE LA MAISON,Absent from home,25
447,ecv2020,447,DOMICILE APRES ACCOUCHEMENT LOIN DU CS,Home after childbirth far from the health center,1
448,ecv2020,448,A MOINS DE  9MOIS,Less than 9 months,32
449,ecv2022,449,DÉMÉNAGEMENT DE KOLOKOSO À KIKONGO,Moving from Kolokoso to Kikongo,25
450,ecv2022,450,L'ENFANT  N'A PAS  RECU  LE VPO,The child did not receive the OPV,41
451,ecv2020,451,ABSENCE PROLONG�E DU VILLAGE ET IGNORANCE,Prolonged absence from the village and ignorance,25
452,ecv2021,452,RIEN,Nothing,28
453,ecv2020,453,NOUS ETIONS AU CHAMP,We were in the field,34
454,ecv2021,454,L'ENFANT AVAIS REÇU MAIS ON A PAS MATIONNE  SELON LA MERE,The child had received it but it was not mentioned according to the mother,35
455,ecv2021,455,VACCINÉE MAIS PAS MENTIONNÉS,Vaccinated but not mentioned,35
456,ecv2020,456,Mon enfant est souvent malade apr�s la vaccination mais aucune aide n'est pr�vue par les prestataires.,My child often gets sick after vaccination but no help is provided by the providers,10
457,ecv2020,457,Souvent je suis beaucoup occup� par d'autres activit�s et je suis dans l'incapacit� de l'amener � la cps et vu que nous passons  presque toute la journ�e l�.,Often I am very busy with other activities and I am unable to take him to the CPS and since we spend almost the whole day there,7
458,ecv2020,458,LA DATE DU RENDEZ-VOUS DONN� PAR LE CS PAS ENCORE ATTEINT,The appointment date given by the health center has not yet been reached,32
459,ecv2020,459,D�placement des parents avec l'enfant au champs,Parents moving with the child to the fields,34
460,ecv2020,460,TEMP DE VACCINATION ELLE AU MARCH�,During vaccination time she was at the market,25
461,ecv2021,461,DÉPLACEMENT DE LA MÈRE SUITE AU DÉCÈS DE SON PÈRE,Mother's move due to her father's death,4
462,ecv2020,462,Il FALLAIT RECOLTER LES PRODUITS AGRICOLES,Needed to harvest agricultural products,34
463,ecv2021,463,DÉPLACEMENT DE LA MÈRE,Mother's move,25
464,ecv2020,464,"QUAND ROGER A RECU LE VACCIN, IL EST TOMB� IMM�DIATEMENT MALADE, EN L'AMENANT AI CENTRE, ON A DEMANDE ENCORE DE L'ARGENT, JE N'AI PAS DE MOYEN, IL A ETE HOSPITALIS� PENDANT 5 JOURS, C'EST CA LA RAISON","When Roger received the vaccine, he immediately fell ill, upon taking him to the center, they asked for more money, I couldn't afford it, he was hospitalized for 5 days, that's the reason",10
